CS:EIP,Symbol + Offset,64-bit,CPU clocks,IPC,DC miss rate,DTLB L1M L2M rate,Misalign rate,Mispredict rate,
"0x1528dc00","CConvexPolyhedron::AddAxis","","525","0.96","0","0","0","0.01",
"0x15014160","CVec3<float>::operator*","","522","1.36","0","0","0","0.01",
"0x1513ac30","CWorldTree::IntersectLineWithWorld","","519","0.29","0.02","0","0","0.04",
"0x1523e1b0","CTrailEmitter::GetTriangle","","519","0.61","0","0","0","0.01",
"0x150136a0","Normalize<float>","","498","0.93","0","0","0","0.01",
"0x15218340","CExpressionEvaluator::Evaluate","","490","0.9","0","0","0","0.03",
"0x150611c0","CTemporalProperty<CVec3<float> >::Lerp","","481","0.79","0.01","0","0","0",
"0x15061520","CVec4<float>::GetAsDWord","","480","1.11","0","0","0","0.01",
"0x15151e80","CSkeleton::UpdateBones","","467","0.99","0.02","0","0","0.02",
"0x151398e0","CWorldTree::IntersectMovingBoundsWithWorld","","450","0.75","0.01","0","0","0.01",
"0x15015380","fabsf","","423","0.41","0","0","0","0",
"0x151f0130","CSceneManager::AABBIsVisible","","417","0.63","0","0","0","0.02",
"0x15114609","_ftol2_pentium4","","414","1","0","0","0","0",
"0x153396f0","_aulldiv","","389","0.3","0","0","0","0",
"0x152703a0","CCamera::WorldToView","","383","0.69","0","0","0","0",
"0x15013750","sqrtf","","379","0.73","0","0","0","0.02",
"0x1501cb70","IntersectBounds<float>","","379","0.46","0.03","0","0","0.01",
"0x1506cfd0","CK2Model::GetBoneParent","","369","0.69","0.01","0","0","0",
"0x151c2a00","FormatInt","","368","0.87","0","0","0","0.02",
"0x150156b0","CVec3<float>::Normalize","","363","0.73","0","0","0","0",
"0x15115b60","_spx_autocorr","","356","0.46","0","0","0","0",
"0x15275640","CConvexHull::Contains","","355","0.59","0","0","0","0.03",
"0x15213c00","I_LineTriangleIntersect","","342","0.85","0","0","0","0",
"0x15197380","CMinimap::Execute","","339","0.71","0","0","0","0.02",
"0x151c4fa0","StripColorCodes","","339","1.08","0","0","0","0.01",
"0x150135d0","CVec3<float>::operator+","","338","0.83","0","0","0","0",
"0x15163a80","CEffectThread::Execute","","329","0.16","0.05","0.02","0","0.01",
"0x1520d210","M_LerpAngle","","313","0.96","0.02","0","0","0",
"0x151524b0","CSkeleton::TempPoseBone","","306","0.49","0.02","0","0","0.01",
"0x1515bbd0","CSimpleParticle::Update","","299","0.8","0","0","0","0",
"0x1515dca0","CSimpleParticle::Spawn","","293","0.36","0.03","0","0","0.01",
"0x151c1260","FormatFloat","","293","0.77","0","0","0","0.02",
"0x15215430","I_MovingBoundsTerrainIntersect","","293","1.03","0","0","0","0",
"0x151875c0","IWidget::ApplyStickiness","","289","0.39","0.02","0","0","0",
"0x15016740","CAxis::Set","","283","0.37","0.01","0","0","0",
"0x15030770","CTemporalProperty<float>::CTemporalProperty<float>","","278","1.13","0","0","0","0.01",
"0x15283680","CLabel::RenderWidget","","268","0.4","0.02","0","0","0.02",
"0x15216d20","CExpressionEvaluator::EvaluateStack","","263","0.73","0.01","0","0","0.02",
"0x15116c70","cheb_poly_eva","","262","0.64","0","0","0","0",
"0x15151e40","CSkeleton::GetAnimIndex","","261","0.16","0.04","0.02","0","0.02",
"0x15255240","CMeshEmitter::GetBillboard","","257","1.01","0","0","0","0",
"0x1520e200","M_LerpAngles","","252","0.29","0.02","0","0","0",
"0x1520f8e0","M_CalcAxisExtents","","248","0.62","0","0","0","0.03",
"0x151591d0","CAnim::ComputeAnimFrame","","247","0.28","0.02","0.01","0","0.01",
"0x151a3780","CVid::Add2dRect","","245","1.82","0","0","0","0",
"0x15030850","CRange<float>::operator float","","241","0.65","0.01","0","0","0.02",
"0x15123320","dradb4","","223","1.35","0","0","0","0",
"0x1501cad0","LERP<CVec3<float> >","","218","1.25","0.01","0","0","0",
"0x1523f680","CTrailEmitter::Update","","216","0.14","0.05","0","0","0.03",
"0x15334eb0","CSoundEmitter::Update","","214","0.27","0.05","0","0","0.02",
"0x15016e80","IOperator::GetOperatorCode","","211","1.96","0","0","0","0",
"0x1512b8e0","hypergeom_gain","","211","0.63","0","0","0.03","0.02",
"0x152720a0","CFontMap::GetCharMapInfo","","211","1.22","0","0","0","0",
"0x15061110","CTemporalProperty<CVec3<float> >::Evaluate","","202","0.5","0.02","0","0","0",
"0x15024520","CBoundingBox<float>::AddBox","","200","0.87","0","0","0","0.02",
"0x15118250","filter_mem16","","198","1.73","0","0","0","0",
"0x15186a70","IWidget::GetFadedColor","","198","0.55","0.02","0","0","0.02",
"0x152115d0","I_AddXAxis","","198","0.87","0","0","0","0.01",
"0x1502bda0","CWaitForDeath::Execute","","196","0.18","0.04","0.03","0","0.02",
"0x15125fc0","dradf4","","191","1.5","0","0","0","0",
"0x15161c90","CEffectThread::GetUseEntityEffectScale","","190","0.04","0.2","0.03","0","0.04",
"0x15030910","CTemporalPropertyRange<float>::operator CTemporalProperty<float>","","188","0.38","0.02","0","0","0.02",
"0x151c0960","FormatFloat","","188","0.84","0","0","0","0.02",
"0x15152030","CSkeleton::TempUpdateBones","","186","1.34","0.01","0","0","0",
"0x1515a010","IEmitter::GetPosition","","185","0.65","0.01","0","0","0.01",
"0x150141e0","CrossProduct<float>","","184","1.27","0","0","0","0",
"0x151d2c60","CSceneStats::RecordBatch","","184","0.62","0.02","0.01","0","0",
"0x15135310","CWorldTree::FindBestFitNode","","181","0.96","0.01","0","0","0.01",
"0x1500ec20","std::vector<block_t,std::allocator<block_t> >::_Insert_n","","178","0.66","0","0","0","0.03",
"0x151a77e0","CDraw2D::Rect","","175","0.9","0","0","0","0",
"0x151351d0","CWorldTree::UnlinkBounds","","174","0.32","0.02","0.01","0","0.01",
"0x151a7660","CDraw2D::SetColor","","173","0.6","0.02","0","0","0.01",
"0x15035fb0","CBoundingBox<float>::Transform","","169","0.82","0","0","0","0.03",
"0x15217690","CExpressionEvaluator::GetToken","","168","0.6","0","0","0","0.01",
"0x15153480","CSkeleton::TempCalcWorldTransforms","","167","1.14","0","0","0","0.01",
"0x15168fd0","CBillboardEmitter::Update","","165","0.37","0.03","0","0","0.03",
"0x1501c2d0","sinf","","164","0.26","0","0","0","0",
"0x15064f80","std::_Uninit_fill_n<CSimpleParticle *,unsigned int,CSimpleParticle,CParticleAllocator<CSimpleParticle> >","","164","0.01","2.8","0","0","0",
"0x15154ab0","CSkeleton::TempPose","","164","0.49","0.02","0","0","0.01",
"0x1515bb70","CSimpleParticle::Update","","163","0.37","0.02","0","0","0",
"0x151ba080","CEntitySnapshot::ApplyDiff","","160","1.08","0","0","0","0.02",
"0x1528e3f0","CConvexPolyhedron::CConvexPolyhedron","","158","0.25","0.01","0","0","0.01",
"0x15211490","I_AddYAxis","","157","1.25","0","0","0","0.01",
"0x15032e90","CVec3<float>::operator float *","","153","0.91","0","0","0","0.01",
"0x15152bc0","CSkeleton::UpdateBonesLerp","","153","0.96","0","0","0","0",
"0x1520ec40","M_AxisToQuat","","152","0.57","0.01","0","0","0.01",
"0x15272150","CFontMap::GetStringWidth","","150","0.67","0.01","0","0","0.01",
"0x15273560","CFrustum::CalcPlanes","","149","0.34","0","0","0","0",
"0x1511aa00","open_loop_nbest_pitch","","146","0.88","0","0","0","0.03",
"0x1515a710","IEmitter::GetVisibility","","146","0.26","0.02","0.01","0","0.01",
"0x1526fa70","CSceneEntity::Clear","","144","0.92","0.01","0","0","0",
"0x1528ded0","CConvexPolyhedron::CalcExtents","","144","0.63","0","0","0","0.03",
"0x15147a00","COcclusionMap::GetRegion","","141","0.74","0.01","0","0","0.02",
"0x15040690","CTransmitFlags<8>::ReadTransmitFlags2","","140","1.25","0","0","0","0.02",
"0x151e93a0","Sound_Callback3dRolloff","","140","0.7","0","0","0","0.01",
"0x15212060","I_AddAxis2","","140","1.01","0","0","0","0.01",
"0x150165c0","atan2f","","139","0.66","0","0","0","0.04",
"0x152622b0","CUITrigger::Execute","","139","0.77","0","0","0","0.01",
"0x15236dd0","CTwoPointTrailEmitter::Update","","138","0.3","0.02","0","0","0.01",
"0x15127930","filterbank_compute_psd16","","137","0.81","0","0","0","0",
"0x15066290","CSimpleParticle::GetStickiness","","135","0.98","0","0","0","0",
"0x15069010","Normalize<float>","","134","0.97","0","0","0","0",
"0x151e7400","CBufferDynamic::Write","","134","0.28","0.03","0","0","0",
"0x15153ec0","CSkeleton::PoseSkeleton","","133","0.36","0.03","0","0","0.03",
"0x151c4370","StripColorCodes","","131","0.92","0","0","0","0.03",
"0x1512adc0","update_noise_prob","","126","1.13","0","0","0","0.01",
"0x150054d0","floorf","","125","0.46","0","0","0.01","0.03",
"0x15016070","CCamera::GetViewAxis","","125","0.47","0.02","0","0","0.01",
"0x15196600","CMinimap::RenderWidget","","125","0.54","0.01","0","0","0",
"0x15217310","CExpressionEvaluator::PushOperator","","124","0.45","0.01","0","0","0.02",
"0x15114600","_ftol2_sse","","123","0.8","0","0","0","0",
"0x1515e4e0","CParticleSystem::IsDead","","123","0.21","0.05","0","0","0.06",
"0x151bb480","CEntitySnapshot::ReadBody2","","122","1.31","0","0","0","0.01",
"0x15005880","CHost::GetInstance","","117","0.22","0.02","0","0","0",
"0x15061ac0","std::vector<IEmitterDef *,std::allocator<IEmitterDef *> >::_Insert_n","","117","0.56","0","0","0","0.02",
"0x15162a80","CEffectThread::GetVisibility","","116","0.31","0.03","0.02","0","0.03",
"0x15010900","CMaterialPhase::GetSampler","","113","1.22","0","0","0","0.01",
"0x151c7300","ProcessValueStrings","","109","1.42","0","0","0","0.01",
"0x150220b0","std::vector<char const *,std::allocator<char const *> >::push_back","","107","0.6","0.01","0","0","0",
"0x15118050","fir_mem16","","107","1.78","0","0","0","0",
"0x15153870","CSkeleton::ProcessAnimRequests","","106","0.12","0.1","0","0","0.02",
"0x151448c0","CTileNormalMap::GetTilePlane","","105","0.37","0","0","0","0",
"0x15277ee0","COrbiter::GetBillboard","","105","0.46","0.04","0","0","0",
"0x15041070","CRecyclePool<CEntitySnapshot>::Free","","103","1.17","0","0","0","0",
"0x151f8db0","CResourceManager::Get","","103","0.75","0.01","0","0","0.03",
"0x15155a90","CK2Model::GetBone","","102","1.24","0.04","0","0","0",
"0x1500fcf0","std::_Uninit_copy<block_t *,block_t *,std::allocator<block_t> >","","101","0.4","0.01","0","0","0.02",
"0x15235de0","CTwoPointTrailEmitter::GetTriangle","","101","0.71","0.01","0","0","0.02",
"0x152843d0","CButton::Render","","101","0.22","0.07","0.01","0","0.07",
"0x150157a0","tanf","","100","0.64","0","0","0","0",
"0x15127980","filterbank_compute_bank32","","100","0.68","0.01","0","0","0",
"0x15159380","CAnim::CheckEvents","","100","0.25","0.02","0.01","0","0.02",
"0x15159f60","IEmitter::GetAxis","","100","0.62","0","0","0","0.01",
"0x1518c2b0","IWidget::IsAbsoluteVisible","","99","1.07","0","0","0","0.01",
"0x1520df80","M_RandomPointInSphere","","99","0.71","0","0","0","0",
"0x15211710","I_TestAxis","","99","0.58","0","0","0","0.02",
"0x150210b0","std::_Vb_const_iterator<std::vector<bool,std::allocator<bool> > >::operator+=","","97","0.92","0","0","0","0",
"0x151ef8c0","CSceneManager::UpdateSunPosition","","97","0.22","0.08","0","0","0.01",
"0x152358f0","CSkin::LoadMaterials","","96","0.24","0.03","0.01","0","0",
"0x152629d0","CUITrigger::Trigger","","94","0.09","0.09","0.04","0","0.03",
"0x15117140","lpc_to_lsp","","93","0.33","0","0","0","0.04",
"0x151f5430","CMaterialPhase::GetSamplerIndex","","92","0.64","0","0","0","0.04",
"0x15059040","CBufferFixed<8185>::operator=","","91","2","0","0","0","0",
"0x15048c60","std::_Tree<std::_Tmap_traits<int,CClientConnection *,std::less<int>,std::allocator<std::pair<int const ,CClientConnection *> >,0> >::const_iterator::_Inc","","90","0.1","0.1","0.04","0","0.06",
"0x15155d80","CK2Model::GetBone","","90","0.51","0","0","0","0.04",
"0x15157c90","CK2Model::LoadSkinMaterials","","89","0.19","0.02","0.01","0","0",
"0x151f9070","CResourceManager::GetTexture","","87","0.86","0.01","0","0","0",
"0x15025a30","std::deque<unsigned int,std::allocator<unsigned int> >::push_back","","86","0.99","0.01","0.01","0","0",
"0x151e70b0","CBufferDynamic::Read","","86","1.43","0.01","0","0","0.01",
"0x151f0770","CSceneManager::AddParticleSystem","","86","0.34","0.04","0.02","0","0.04",
"0x15263350","CUIScriptToken::Evaluate","","86","0.38","0.02","0","0","0.03",
"0x15121cb0","dradbg","","85","1.06","0","0","0","0",
"0x1520fb70","M_RandomDirection","","85","0.31","0.01","0","0","0.02",
"0x15124950","dradfg","","84","1.07","0","0","0","0",
"0x15040ff0","CRecyclePool<CEntitySnapshot>::NewFromHandle","","83","0.77","0.01","0","0","0.01",
"0x1512bff0","preprocess_analysis","","83","1.06","0","0","0","0",
"0x15210940","M_OBBOnPlaneSide","","81","0.84","0","0","0","0.01",
"0x1524c5e0","CSimpleEmitter::GetNumEmitters","","80","0.05","0.43","0.15","0","0.12",
"0x15274200","CFrustum::CFrustum","","80","0.47","0.01","0","0","0.02",
"0x1500e9a0","std::vector<block_t,std::allocator<block_t> >::push_back","","77","0.7","0","0","0","0.02",
"0x15151c50","CSkeleton::SetAnimSpeed","","76","0.54","0","0","0","0",
"0x15267210","CUIManager::Frame","","76","0.11","0.04","0","0","0.04",
"0x15015520","CVec3<float>::operator+=","","75","0.6","0.01","0","0","0.03",
"0x15118590","highpass","","75","0.63","0","0","0","0",
"0x1520e050","M_RandomDirection","","74","0.19","0.01","0","0","0.01",
"0x1500f110","std::_Allocate<block_t>","","73","0.19","0","0","0","0.13",
"0x15154dd0","CSkeleton::GetBonePoseAxisPos","","73","0.45","0.01","0","0","0.02",
"0x151f12e0","CSceneManager::CullEntitiesShadow","","72","0.79","0.01","0","0","0.01",
"0x15159cb0","IEmitter::GetScale","","71","0.35","0","0","0","0.02",
"0x151f0d40","CSceneManager::PrepCamera","","71","0.14","0.07","0","0","0.05",
"0x1520d3a0","M_Randnum","","71","0.58","0","0","0","0",
"0x15254030","COrbiterEmitter::Update","","70","0.27","0.04","0","0","0.03",
"0x15013640","acosf","","69","0.25","0","0","0","0.21",
"0x150329c0","CWorldEntityList::GetEntity","","68","0.88","0.02","0","0","0",
"0x15035030","CPool<SSceneEntityEntry>::Allocate","","68","0.75","0","0","0","0",
"0x15041110","std::vector<std::pair<unsigned int,unsigned int>,std::allocator<std::pair<unsigned int,unsigned int> > >::push_back","","67","1.21","0","0","0","0",
"0x15072f50","std::_Allocate<IWorldComponent * *>","","67","0.34","0","0","0","0.02",
"0x15263490","CUIScriptToken::~CUIScriptToken","","66","0.68","0","0","0","0.04",
"0x1511e9d0","nb_encode","","64","0.77","0","0","0","0.01",
"0x15162130","CEffectThread::UpdateCameraShake","","64","0.16","0.04","0","0","0",
"0x1501a7b0","std::vector<COpCode,std::allocator<COpCode> >::push_back","","63","0.76","0","0","0","0.01",
"0x151b8de0","CSnapshot::operator=","","63","0.56","0.02","0","0","0.01",
"0x15211350","I_AddZAxis","","63","1.24","0","0","0","0.01",
"0x1519f020","CFrame::RenderWidget","","62","0.48","0.01","0","0","0.01",
"0x151a2ef0","CUICmd::Execute","","62","0.31","0.01","0.01","0","0.02",
"0x15214510","I_LineBoundsIntersect","","62","0.44","0.01","0","0","0.03",
"0x1524c660","CSimpleEmitter::GetNumBillboards","","62","0.19","0.07","0","0","0",
"0x1514a660","CWorld::GetTerrainNormal","","61","0.18","0.05","0.01","0","0.01",
"0x15277870","COrbiter::Update","","61","0.69","0","0","0","0",
"0x15013580","ceilf","","60","0.23","0.01","0","0.01","0.07",
"0x1513caa0","CWorldTree::TraceBox","","60","0.37","0","0","0","0.02",
"0x15161680","CGroundSpriteEmitter::Update","","60","0.35","0.03","0","0","0.02",
"0x1518c4c0","IWidget::DoEvent","","60","0.13","0","0","0","0.05",
"0x151bfc90","CHost::Frame","","60","0.08","0.08","0.08","0","0.04",
"0x15001a60","std::_Transform<std::_String_iterator<char,std::char_traits<char>,std::allocator<char> >,std::_String_iterator<char,std::char_traits<char>,std::allocator<char> >,int (__cdecl*)(int),std::random_access_iterator_tag>","","59","0.73","0","0","0","0.04",
"0x1501d3a0","GetAxisFromUpVec","","57","1.47","0","0","0","0",
"0x150486c0","std::_Tree<std::_Tmap_traits<int,std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::less<int>,std::allocator<std::pair<int const ,std::basic_string<char,std::char_traits<char>,std::allocator<char> > > >,0> >::find","","57","0.07","0.28","0","0","0.12",
"0x15135590","CWorldTree::LinkBounds","","57","0.89","0.01","0","0","0.01",
"0x15035150","CPool<SSceneParticleSystemEntry>::Allocate","","56","0.3","0.02","0","0","0.02",
"0x151f9080","CResourceManager::GetMaterial","","56","0.27","0.02","0.01","0","0.01",
"0x15262b00","CUITrigger::Trigger","","56","0.02","0.1","0","0","0.2",
"0x15134340","CWorldTree::ResetWorkingTraceVars","","55","0.4","0.01","0","0","0",
"0x1525aa60","IDragWidget::ProcessInputMouseButton","","55","0.07","0.15","0.03","0","0.03",
"0x151f9040","CResourceManager::GetModel","","54","0.46","0.06","0.02","0","0.02",
"0x152122e0","I_AddAxis","","54","1.26","0","0","0","0.01",
"0x1515f200","CParticleSystem::GetSourceBoneAxisPos","","53","0.28","0.01","0","0","0.04",
"0x15016a50","CUIScriptToken::CUIScriptToken","","52","0.31","0.01","0","0","0.01",
"0x15066980","CSimpleEmitter::UpdateEmbeddedEmitter","","52","0.31","0.05","0.01","0","0.01",
"0x15235180","IModel::GetSkinHandle","","52","0.12","0.08","0.02","0","0.03",
"0x1515e930","CParticleSystem::GetBounds","","50","0.96","0","0","0","0.01",
"0x151c74a0","GetColorFromString","","50","0.14","0.01","0.03","0","0.03",
"0x15015600","CPlane::CalcPlaneNormalized","","49","0.71","0","0","0","0.01",
"0x15041ba0","std::_Uninit_fill_n<std::pair<unsigned int,unsigned int> *,unsigned int,std::pair<unsigned int,unsigned int>,std::allocator<std::pair<unsigned int,unsigned int> > >","","49","0.8","0","0","0","0",
"0x15144450","CTileSplitMap::GetTileSplit","","49","1.35","0","0","0","0",
"0x1515a9a0","IEmitter::GetBoneAxisPos","","49","0.53","0","0","0","0.02",
"0x15253060","COrbiterEmitter::GetBillboard","","49","0.69","0","0","0","0",
"0x15075a60","CWorldTree::PushNode","","48","0.69","0.01","0","0","0",
"0x151352b0","CWorldTree::UnlinkEntity","","48","0.25","0.04","0.02","0","0.03",
"0x15065dc0","M_CylindricalToCartesian","","47","0.21","0","0","0","0.02",
"0x15161dd0","CEffectThread::UpdateCameraKick","","46","0.2","0.01","0","0","0",
"0x1528d1c0","COrthoFrustum::CalcPlanes","","46","0.11","0","0","0","0",
"0x15016940","TransformPoint","","45","0.56","0","0","0","0",
"0x15135c80","CWorldTree::LinkEntity","","45","0.93","0","0","0","0.01",
"0x1521cad0","CFileManager::SanitizePath","","45","0.11","0.02","0","0","0.08",
"0x15284520","CButton::Frame","","45","0.04","0.2","0.05","0","0.2",
"0x15337eb0","CPieGraph::DrawCircle","","45","0.4","0","0","0","0",
"0x150536f0","std::vector<SMinimapIcon,std::allocator<SMinimapIcon> >::push_back","","44","0.86","0","0","0","0",
"0x15116df0","lsp_to_lpc","","44","1.05","0","0","0","0.01",
"0x151433a0","CVertexCameraHeightMap::GetGridPoint","","44","0.05","0.1","0","0","0.05",
"0x15168560","CBillboardEmitter::GetBillboard","","44","0.36","0.03","0","0","0.06",
"0x150173f0","CUIManager::GetInstance","","43","0.56","0.01","0","0","0.01",
"0x15041430","CRecyclePool<CEntitySnapshot>::CheckForResize","","43","1.67","0","0","0","0",
"0x15116190","vbr_analysis","","43","0.42","0","0","0","0.01",
"0x15160d30","CGroundSpriteEmitter::GetEntity","","43","0.44","0.03","0","0","0.02",
"0x152174e0","CExpressionEvaluator::PushToken","","43","0.79","0","0","0","0.01",
"0x15153d20","CSkeleton::SetModel","","42","0.5","0.04","0","0","0.01",
"0x15162330","CEffectThread::Cleanup","","42","0.55","0","0","0","0.01",
"0x15016650","CVec3<float>::Length","","41","0.37","0.01","0","0","0.02",
"0x15041600","CRecyclePool<CEntitySnapshot>::GetAvailableHandle","","41","1.1","0.01","0","0","0",
"0x1506cf40","std::_Tree<std::_Tmap_traits<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,IModelAllocator *,std::less<std::basic_string<char,std::char_traits<char>,std::allocator<char> > >,std::allocator<std::pair<std::basic_string<char,std::char_trai","","41","0.34","0","0","0","0.01",
"0x151a6cc0","CRasterBuffer::CalcVisibiltyOctant2","","41","0.98","0","0","0","0.01",
"0x151ef5e0","CSceneManager::Clear","","40","0.05","0.1","0","0","0.1",
"0x1500eae0","std::vector<block_t,std::allocator<block_t> >::insert","","39","0.72","0","0","0","0.03",
"0x15162b20","CEffectThread::GetRandomPositionWithNormalOnMesh","","39","0.62","0","0","0","0.01",
"0x151a6620","CRasterBuffer::CalcVisibiltyOctant6","","39","0.97","0","0","0","0.01",
"0x150017e0","LowerString<std::basic_string<char,std::char_traits<char>,std::allocator<char> > >","","38","0.61","0","0","0","0.02",
"0x15066c40","CVec3<float>::ScaleAdd","","38","0.53","0","0","0","0",
"0x1512b4d0","speex_compute_agc","","38","0.63","0","0","0","0",
"0x151526d0","CSkeleton::TempUpdateBonesLerp","","38","1","0","0","0","0",
"0x15162400","CEffectThread::UpdateOverlay","","38","0.29","0.03","0","0","0",
"0x151e99c0","CSoundManager::SetMute","","38","0.58","0.04","0","0","0.01",
"0x15266510","CUIManager::ProcessInput","","38","0.16","0.05","0.07","0","0.12",
"0x15061660","CAxis::operator*","","37","0.78","0","0","0","0.01",
"0x1511472a","CIsqrt","","37","0.46","0","0","0","0.01",
"0x15216540","CEvaluatorToken::AddArgumentChain","","37","0.49","0","0","0","0.04",
"0x15115b30","_chkstk","","36","0.44","0.03","0.01","0","0.01",
"0x151a6970","CRasterBuffer::CalcVisibiltyOctant4","","36","0.97","0","0","0","0.01",
"0x1528d670","COrthoFrustum::COrthoFrustum","","36","0.25","0","0","0","0.04",
"0x1506a910","CEventCmdRegistry::GetEventCmd","","35","0.54","0","0.01","0","0.04",
"0x15144e30","CTileMaterialMap::GetTileDiffuseTextureID","","35","0.06","0.2","0","0","0",
"0x151a6e70","CRasterBuffer::CalcVisibiltyOctant1","","35","1.46","0","0","0","0.02",
"0x150159f0","TransformPoint","","34","1.74","0","0","0","0",
"0x15187b50","IWidget::RecalculatePosition","","34","0.24","0.01","0","0","0.03",
"0x151b68a0","CHostClient::Frame","","34","0.09","0.27","0","0","0.07",
"0x1500a620","std::_Tree<std::_Tmap_traits<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::less<std::basic_string<char,std::char_traits<char>,std::allocator<char> > >,std::alloca","","33","0.06","0.15","0.05","0","0.05",
"0x15035c00","std::_Copy_opt<CEdge *,CEdge *,std::random_access_iterator_tag>","","33","0.06","0.15","0","0","0.15",
"0x151547c0","CSkeleton::Pose","","33","0.27","0.07","0","0","0.07",
"0x151a67d0","CRasterBuffer::CalcVisibiltyOctant5","","33","1.33","0","0","0","0.02",
"0x15186c30","IWidget::GetSizeFromString","","32","0.12","0.03","0","0","0.08",
"0x151a6470","CRasterBuffer::CalcVisibiltyOctant7","","32","0.94","0","0","0","0.01",
"0x151a6b10","CRasterBuffer::CalcVisibiltyOctant3","","32","1.03","0","0","0","0.02",
"0x151e6a30","CBufferBit::ReadBits","","32","0.75","0","0","0","0.04",
"0x151efb00","CSceneManager::SetTimeOfDay","","32","0.06","0.2","0.1","0","0.05",
"0x15214350","I_LineBoundsOverlap","","32","0.12","0","0","0","0.08",
"0x1515e640","CParticleSystem::GetSourcePosition","","31","0.03","0.2","0.2","0","0.3",
