CS:EIP,Symbol + Offset,64-bit,CPU clocks,IPC,DC miss rate,DTLB L1M L2M rate,Misalign rate,Mispredict rate,
"0x19005f30","std::vector<bool,std::allocator<bool> >::operator[]","","16","0.88","0.01","0.01","0","0",
"0x19013ba0","ISlaveDefinition::GetUnitwalking","","16","0.06","0.3","0","0","0",
"0x190144d0","ISlaveDefinition::GetArmor","","16","0.44","0.01","0","0","0.06",
"0x190145c0","ISlaveDefinition::GetAttackSpeed","","16","0.56","0.02","0","0","0.01",
"0x19014700","ISlaveDefinition::GetMoveSpeedMultiplier","","16","0.19","0.03","0","0","0.03",
"0x19057580","CGameClient::SendClientSnapshot","","16","0.12","0.05","0","0","0.15",
"0x19001f90","XtoS","","15","0.27","0.03","0","0","0.05",
"0x19002be0","std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > >::_Insert_n","","15","0.73","0","0","0","0.02",
"0x19014160","ISlaveDefinition::GetEvasionRanged","","15","0.27","0.05","0","0","0.08",
"0x19008030","std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > >::_Construct_n","","14","0.43","0","0","0","0.05",
"0x19011020","XtoS","","14","0","0","0","0","0",
"0x19015510","std::map<unsigned int,CGameClient *,std::less<unsigned int>,std::allocator<std::pair<unsigned int const ,CGameClient *> > >::operator[]","","14","0","0","0","0","0",
"0x19062bf0","CGameClient::DrawAreaCast","","14","0","0","0","0","0",
"0x19001da0","std::_Allocate<std::basic_string<char,std::char_traits<char>,std::allocator<char> > >","","13","0.31","0","0","0","0.05",
"0x1900fb50","CHostClient::GetLerpValue","","13","0","0","0","0","0",
"0x19013cb0","ISlaveDefinition::GetRevealRange","","13","0.23","0","0","0","0.07",
"0x19014020","ISlaveDefinition::GetCriticalChance","","13","0.62","0.01","0","0","0.01",
"0x19057350","CGameClient::RenderSelectedPlayerView","","13","0","0","0","0","0",
"0x19002440","std::_Tree<std::_Tset_traits<IUnitEntity *,std::less<IUnitEntity *>,std::allocator<IUnitEntity *>,0> >::const_iterator::_Inc","","12","0","0","0","0","0",
"0x1900dcb0","CGameClient::GetCamera","","12","0.17","0.15","0","0","0.1",
"0x19014200","ISlaveDefinition::GetDeflectionChance","","12","0.42","0","0","0","0",
"0x19050e70","CGameClient::WorldSoundsFrame","","12","0","0","0","0","0",
"0x19069b70","CClientEntity::Free","","12","0.17","0","0","0","0.05",
"0x19072610","_chkstk","","12","0.08","0.3","0.1","0","0",
"0x19006930","std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > >::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocato","","11","0.45","0","0","0","0.04",
"0x19011350","IToolDefinition::GetCooldownTime","","11","0.45","0.08","0","0","0",
"0x19013c60","ISlaveDefinition::GetStealthType","","11","0.18","0","0","0","0",
"0x190482e0","CGameInterfaceManager::UpdateCursor","","11","0","0","0","0","0",
"0x1904ff30","CGameClient::GetCurrentInterface","","11","0.09","0","0","0","0.4",
"0x1906a790","CClientCommander::Draw","","11","0","0","0","0","0",
"0x1900dcc0","CGameClient::AddCameraEffectOffset","","10","0.5","0.02","0","0","0.02",
"0x19014480","ISlaveDefinition::GetArmorPerCharge","","10","0.5","0","0","0","0.02",
"0x19014570","ISlaveDefinition::GetAttackSpeedPerCharge","","10","0.3","0.03","0","0","0",
"0x19050440","CGameClient::DrawNavGrid","","10","0","0","0","0","0",
"0x190019a0","std::_Uninit_move<std::basic_string<char,std::char_traits<char>,std::allocator<char> > *,std::basic_string<char,std::char_traits<char>,std::allocator<char> > *,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > >","","9","0.22","0","0","0","0",
"0x19002aa0","std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > >::push_back","","9","0.22","0","0","0","0.05",
"0x19014070","ISlaveDefinition::GetLifeSteal","","9","0.56","0","0","0","0",
"0x190141b0","ISlaveDefinition::GetDeflection","","9","0.22","0","0","0","0",
"0x190142a0","ISlaveDefinition::GetManaRegen","","9","0.11","0.4","0","0","0.1",
"0x190149c0","IGame::IsNight","","9","0","0","0","0","0",
"0x19055a10","CGameClient::DrawSelectedStats","","9","0","0","0","0","0",
"0x190682e0","CClientEntity::StartEffect","","9","0","0","0","0","0",
"0x190695e0","CClientEntity::Initialize","","9","0.11","0","0","0","0",
"0x1906ca20","CClientCommander::PrepareClientSnapshot","","9","0","0","0","0","0",
"0x19001e00","std::_Allocate<std::_Tree_nod<std::_Tset_traits<unsigned int,std::less<unsigned int>,std::allocator<unsigned int>,0> >::_Node>","","8","0","0","0","0","0",
"0x1900dcd0","CGameClient::AddCameraEffectAngleOffset","","8","0.12","0","0","0","0",
"0x19013a00","CStateDefinition::GetDispelOnAction","","8","0","0","0","0","0",
"0x190146b0","ISlaveDefinition::GetMoveSpeedMultiplierPerCharge","","8","0.12","0.2","0","0","0",
"0x1901c160","eventPlaySoundLinearFn","","8","0","0","0","0","0",
"0x19068020","CClientEntity::PassEffects","","8","0","0","0","0","0",
"0x19002280","CPlayer::GetHero","","7","0.43","0.03","0","0","0.07",
"0x1900eb90","IUnitEntity::GetManaPercent","","7","0","0","0","0","0",
"0x19013ae0","ISlaveDefinition::GetInvulnerable","","7","0","0","0","0","0",
"0x19013d00","ISlaveDefinition::GetRevealed","","7","0.14","0.1","0","0","0.2",
"0x19013e50","ISlaveDefinition::GetPerplexed","","7","0.14","0.2","0","0","0",
"0x19014660","ISlaveDefinition::GetMoveSpeedSlow","","7","0.29","0","0","0","0.05",
"0x19015050","std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > >::operator=","","7","0.29","0","0","0","0.05",
"0x19055180","CGameClient::ValidateLevelup","","7","0","0","0","0","0",
"0x1906cf00","CClientCommander::ProximitySearch","","7","0.14","0.1","0","0","0",
"0x190011f0","std::_Tree<std::_Tset_traits<IUnitEntity *,std::less<IUnitEntity *>,std::allocator<IUnitEntity *>,0> >::insert","","6","0","0","0","0","0",
"0x19002020","std::_Tree<std::_Tset_traits<IUnitEntity *,std::less<IUnitEntity *>,std::allocator<IUnitEntity *>,0> >::erase","","6","0.17","0","0","0","0.1",
"0x1900d0f0","LERP<CVec3<float> >","","6","0.17","0","0","0","0",
"0x1900f7d0","CTransmitFlags<8>::ReadTransmitFlags2","","6","0","0","0","0","0",
"0x190113a0","IToolDefinition::GetStatusEffectTooltip","","6","0.17","0","0","0","0.2",
"0x19013b50","ISlaveDefinition::GetImmunityType","","6","0","0","0","0","0",
"0x19013fd0","ISlaveDefinition::GetCriticalMultiplier","","6","0.67","0","0","0","0.03",
"0x190140c0","ISlaveDefinition::GetMissChance","","6","0.67","0","0","0","0.03",
"0x190142f0","ISlaveDefinition::GetManaRegenPercent","","6","0.5","0","0","0","0",
"0x190143e0","ISlaveDefinition::GetHealthRegenPercent","","6","0.67","0","0","0","0.03",
"0x19014750","ISlaveDefinition::GetMoveSpeed","","6","0.17","0.1","0","0","0.1",
"0x190147a0","ISlaveDefinition::GetDamage","","6","0.17","0","0","0","0",
"0x19048a00","CGameInterfaceManager::UpdateSelectedUnits","","6","0.83","0","0","0","0",
"0x1904ee30","CGameClient::GetLocalClientNum","","6","0.33","0","0","0","0",
"0x190551d0","CGameClient::DrawSelectedPath","","6","0","0","0","0","0",
"0x19001000","CClientCommander::GetSelectedControlEntity","","5","0.4","0.05","0","0","0.2",
"0x19001d50","std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > >::_Destroy","","5","0","0","0","0","0",
"0x19002150","std::_Tree<std::_Tset_traits<unsigned int,std::less<unsigned int>,std::allocator<unsigned int>,0> >::_Copy","","5","0.6","0","0","0","0.03",
"0x19002f80","std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > >::size","","5","0.2","0","0","0","0",
"0x19004a30","CRecyclePool<CClientEntity>::New","","5","0","0","0","0","0",
"0x1900f3b0","std::_Tree<std::_Tmap_traits<int,CPlayer *,std::less<int>,std::allocator<std::pair<int const ,CPlayer *> >,0> >::find","","5","0","0","0","0","0",
"0x19011180","IHeroEntity::GetExperienceForNextLevel","","5","0","0","0","0","0",
"0x19013930","IUnitEntity::GetRemainingLifetimePercent","","5","0.2","0","0","0","0.1",
"0x19014250","ISlaveDefinition::GetManaRegenMultiplier","","5","0.6","0","0","0","0",
"0x19014390","ISlaveDefinition::GetHealthRegen","","5","0.6","0.03","0","0","0.03",
"0x19014430","ISlaveDefinition::GetMagicArmor","","5","0.4","0","0","0","0",
"0x190147f0","ISlaveDefinition::GetBaseDamageMultiplier","","5","0","0","0","0","0",
"0x19039b10","CGameInterfaceManager::UpdateShop","","5","0.4","0.05","0","0","0.15",
"0x1906fb70","actCameraPitchFn","","5","0","0","0","0","0",
"0x190723a0","CL_Frame","","5","0","0","0","0","0",
"0x190014c0","std::_Tree<std::_Tset_traits<IUnitEntity *,std::less<IUnitEntity *>,std::allocator<IUnitEntity *>,0> >::_Insert","","4","0","0","0","0","0",
"0x19002200","std::_Tree<std::_Tset_traits<unsigned int,std::less<unsigned int>,std::allocator<unsigned int>,0> >::_Buynode","","4","0","0","0","0","0",
"0x190031d0","std::_Tree<std::_Tset_traits<unsigned int,std::less<unsigned int>,std::allocator<unsigned int>,0> >::_Insert","","4","0","0","0","0","0",
"0x190033f0","IGame::GetUnitEntity","","4","0","0","0","0","0",
"0x19004ea0","std::_Tree<std::_Tmap_traits<unsigned int,unsigned int,std::less<unsigned int>,std::allocator<std::pair<unsigned int const ,unsigned int> >,0> >::_Insert","","4","0","0","0","0","0",
"0x19007d50","CBufferFixed<1>::CBufferFixed<1>","","4","0","0","0","0","0",
"0x19013de0","ISlaveDefinition::GetDisarmed","","4","1.25","0","0","0","0",
"0x19013f80","ISlaveDefinition::GetIncomingDamageMultiplier","","4","0.5","0.05","0","0","0",
"0x19014110","ISlaveDefinition::GetEvasionMelee","","4","0.25","0","0","0","0",
"0x19014340","ISlaveDefinition::GetHealthRegenMultiplier","","4","1","0","0","0","0",
"0x1904ed00","CGameClient::GetStateString","","4","0.25","0","0","0","0",
"0x1904f4d0","CGameClient::GetTerrainType","","4","0","0","0","0","0",
"0x1906fcf0","actCameraYawFn","","4","0","0","0","0","0",
"0x190020e0","std::_Tree<std::_Tset_traits<unsigned int,std::less<unsigned int>,std::allocator<unsigned int>,0> >::_Copy","","3","0.33","0","0","0","0.2",
"0x19002b70","std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > >::insert","","3","0","0","0","0","0",
"0x19003110","std::_Tree<std::_Tset_traits<unsigned int,std::less<unsigned int>,std::allocator<unsigned int>,0> >::insert","","3","0","0","0","0","0",
"0x19003450","std::_Tree<std::_Tset_traits<int,std::less<int>,std::allocator<int>,0> >::find","","3","0","0","0","0","0",
"0x190045a0","std::_Tree<std::_Tmap_traits<unsigned int,IGameEntity *,std::less<unsigned int>,std::allocator<std::pair<unsigned int const ,IGameEntity *> >,0> >::erase","","3","0","0","0","0","0",
"0x19005470","std::_Tree<std::_Tmap_traits<unsigned int,IGameEntity *,std::less<unsigned int>,std::allocator<std::pair<unsigned int const ,IGameEntity *> >,0> >::const_iterator::_Dec","","3","0","0","0","0","0",
"0x19006000","std::vector<unsigned int,std::allocator<unsigned int> >::resize","","3","0","0","0","0","0",
"0x1900da40","std::_Uninit_copy<std::pair<unsigned int,unsigned int> *,std::pair<unsigned int,unsigned int> *,std::allocator<std::pair<unsigned int,unsigned int> > >","","3","0","0","0","0","0",
"0x1900ff10","CBufferDynamic::Append","","3","0.33","0","0","0","0",
"0x19011230","IHeroEntity::GetPercentNextLevel","","3","1","0","0","0","0.03",
"0x19011430","IEntityTool::GetRemainingCooldownPercent","","3","1.67","0","0","0","0.04",
"0x19013a70","CStateDefinition::GetDispelOnDamage","","3","0","0","0","0","0",
"0x19013ec0","ISlaveDefinition::GetSilenced","","3","0.67","0.05","0","0","0",
"0x190721a0","CL_PreFrame","","3","0.33","0","0","0","0",
"0x190016e0","std::_Tree<std::_Tset_traits<IUnitEntity *,std::less<IUnitEntity *>,std::allocator<IUnitEntity *>,0> >::_Buynode","","2","0.5","0","0","0","0",
"0x19001ca0","IBuffer::GetLength","","2","0","0","0","0","0",
"0x19004530","std::map<unsigned int,unsigned int,std::less<unsigned int>,std::allocator<std::pair<unsigned int const ,unsigned int> > >::operator[]","","2","0.5","0","0","0","0",
"0x190083a0","std::vector<std::pair<unsigned int,unsigned int>,std::allocator<std::pair<unsigned int,unsigned int> > >::_Insert_n","","2","0","0","0","0","0",
"0x1900de10","std::_Allocate<std::_Tree_nod<std::_Tmap_traits<int,CPlayer *,std::less<int>,std::allocator<std::pair<int const ,CPlayer *> >,0> >::_Node>","","2","0","0","0","0","0",
"0x1900ec20","XtoS","","2","0","0","0","0","0",
"0x1900fc60","stdext::unchecked_copy<std::basic_string<char,std::char_traits<char>,std::allocator<char> > *,std::basic_string<char,std::char_traits<char>,std::allocator<char> > *>","","2","1","0","0","0","0",
"0x1900fea0","CBufferDynamic::CBufferDynamic","","2","0.5","0","0","0","0",
"0x19014520","ISlaveDefinition::GetCastSpeed","","2","0","0","0","0","0",
"0x19018200","fnGetTerrainTypeFn","","2","0","0","0","0","0",
"0x19051b40","CGameClient::UpdateMinimapPings","","2","0","0","0","0","0",
"0x19052410","CGameClient::PlaySound","","2","0","0","0","0","0",
"0x19067b80","CClientEntity::CClientEntity","","2","0.5","0","0","0","0",
"0x19067d00","CClientEntity::PlaySound","","2","0","0","0","0","0",
"0x190711c0","CClientEntityDirectory::Delete","","2","0","0","0","0","0",
"0x19071760","CClientEntityDirectory::Allocate","","2","0","0","0","0","0",
"0x19072549","_ftol2_pentium4","","2","0.5","0","0","0","0",
"0x19001a90","IBuffer::Get","","1","0","0","0","0","0",
"0x19001b20","IBuffer::Rewind","","1","0","0","0","0","0",
"0x19004510","CClientEntityDirectory::GetByHandle","","1","0","0","0","0","0",
"0x19004bc0","CRecyclePool<CClientEntity>::CheckForResize","","1","0","0","0","0","0",
"0x19004d70","CRecyclePool<CClientEntity>::GetAvailableHandle","","1","0","0","0","0","0",
"0x19005cc0","std::deque<unsigned int,std::allocator<unsigned int> >::push_back","","1","0","0","0","0","0",
"0x190060d0","CClientEntity::SetNextClientEntity","","1","0","0","0","0","0",
"0x19009200","std::_Tree<std::_Tmap_traits<unsigned int,CVec4<unsigned char>,std::less<unsigned int>,std::allocator<std::pair<unsigned int const ,CVec4<unsigned char> > >,0> >::insert","","1","0","0","0","0","0",
"0x1900d150","CBufferFixed<6>::Read","","1","0","0","0","0","0",
"0x1900d2c0","CEntityRegistry::GetDefinition<CShopDefinition>","","1","0","0","0","0","0",
"0x1900d380","std::vector<std::pair<unsigned int,unsigned int>,std::allocator<std::pair<unsigned int,unsigned int> > >::_Umove<std::pair<unsigned int,unsigned int> *>","","1","0","0","0","0","0",
"0x1900e6d0","std::vector<int,std::allocator<int> >::_Insert_n","","1","0","0","0","0","0",
"0x1900f5c0","CRecyclePool<CEntitySnapshot>::CheckForResize","","1","0","0","0","0","0",
"0x190111d0","IHeroEntity::GetExperienceForCurrentLevel","","1","3","0","0","0","0",
"0x19014610","ISlaveDefinition::GetMoveSpeedSlowPerCharge","","1","2","0","0","0","0.05",
"0x190149a0","CStateString::GetString","","1","1","0","0","0","0",
"0x19015f0c","operator new","","1","0","0","0","0","0",
"0x1901f110","eventStartEffectFn","","1","0","0","0","0","0",
"0x1901f570","uiMinimapClickFn","","1","0","0","0","0","0",
"0x190483e0","CGameInterfaceManager::UpdateVoiceCommands","","1","1","0.1","0","0","0",
"0x19053de0","CGameClient::UpdateTeamRosters","","1","0","0","0","0","0",
"0x19059140","CGameClient::ProcessGameData","","1","0","0","0","0","0",
"0x1906e580","CClientCommander::MinimapPrimaryClick","","1","0","0","0","0","0",
"0x190725ec","floor","","1","1","0","0","0","0",
"0x19001a70","IBuffer::Get","","0","0","0","0","0","0",
"0x19006990","CRect<int>::operator CRect<unsigned int>","","0","0","0","0","0","0",
"0x19007e10","CBufferFixed<36>::CBufferFixed<36>","","0","0","0","0","0","0",
"0x1900dce0","CGameClient::GetCurrentSnapshot","","0","0","0","0","0","0",
"0x1900e8e0","std::vector<int,std::allocator<int> >::_Ufill","","0","0","0","0","0","0",
"0x1900fab0","IGame::GetMatchTime","","0","0","0","0","0","0.1",
"0x19013d70","ISlaveDefinition::GetImmobilized","","0","0","0","0","0","0",
"0x190725fe","memcpy","","0","0","0","0","0","0",
