CS:EIP,Symbol + Offset,64-bit,CPU clocks,IPC,DC miss rate,DTLB L1M L2M rate,Misalign rate,Mispredict rate,
"0x230e5e50","CVisibilityMap::AddVision","","99","1.18","0","0","0","0",
"0x230bf8c0","CGameMechanics::GetEffectTypeString","","95","0.4","0.04","0","0","0.01",
"0x230d0720","IUnitEntity::UpdateEffectThreadSource","","94","0.21","0.06","0.03","0","0.01",
"0x2301aab0","CBufferFixed<5>::Read","","91","1.24","0","0","0","0.01",
"0x2300f850","IUnitEntity::GetHidden","","90","0.23","0.06","0.03","0.01","0.03",
"0x2302c950","ISlaveEntity::GetAgility","","90","0.92","0","0","0.03","0.01",
"0x230eedb0","IEntityDefinition::GetModifiedDefinition","","83","0.67","0.01","0","0","0.02",
"0x2302c100","ISlaveEntity::GetMaxMana","","81","0.73","0.01","0","0.03","0.01",
"0x2302c670","ISlaveEntity::GetMaxHealth","","78","0.56","0.01","0","0.04","0.02",
"0x2301a650","IUnitEntity::GetMaxHealth","","77","0.49","0","0","0.01","0.03",
"0x230ceb20","IUnitEntity::IsStealth","","76","0.32","0.05","0","0","0.08",
"0x230218b0","CBufferFixed<36>::Append","","73","1.32","0","0","0","0.01",
"0x23099ed0","CPlayer::PrepareClientSnapshot","","73","0.1","0.09","0","0","0.14",
"0x230ce2c0","IUnitEntity::UpdateSkeleton","","73","0.42","0.04","0","0","0.05",
"0x23013c30","std::_Tree<std::_Tmap_traits<unsigned short,CDynamicEntityAllocator,std::less<unsigned short>,std::allocator<std::pair<unsigned short const ,CDynamicEntityAllocator> >,0> >::find","","72","0.31","0.02","0.02","0","0.03",
"0x23011e30","IGameEntity::GetAsMorphState","","67","0.48","0","0","0","0.12",
"0x2300c0c0","IUnitEntity::GetShopAccess","","62","0.42","0.01","0","0","0.04",
"0x230eea90","IEntityDefinition::GetEffectDescription","","61","0.26","0.04","0.01","0","0.03",
"0x23033ca0","IEntityState::IsExpired","","59","0.54","0.01","0.01","0","0.02",
"0x230129c0","LERP<CVec3<float> >","","57","0.74","0","0","0","0",
"0x2302d0a0","ISlaveEntity::GetCharges","","57","0.89","0.01","0","0.01","0",
"0x230de0f0","IHeroEntity::GetAvailablePoints","","57","0.72","0.01","0","0","0.02",
"0x230e0880","IBuildingEntity::AddToScene","","57","0.32","0.03","0","0","0.03",
"0x23017a30","CEntitySnapshot::ReadField<unsigned int>","","55","1.15","0","0","0","0.01",
"0x2301a5c0","IUnitDefinition::GetModelPath","","55","0.27","0.02","0.01","0","0",
"0x23012b90","CAxis::CAxis","","52","0.67","0","0","0","0.03",
"0x2301c9b0","IHeroEntity::GetIntelligence","","50","0.72","0","0","0","0.05",
"0x230cded0","IUnitEntity::AddSelectionRingToScene","","50","0.38","0.03","0","0","0.01",
"0x23011d60","IVisualEntity::GetScale","","48","0.42","0.01","0","0.01","0.04",
"0x230cda40","IUnitEntity::GetStealthBits","","48","0.77","0.02","0","0","0.02",
"0x230cd920","IUnitEntity::GetMorphState","","47","0.94","0","0","0","0.01",
"0x2302b2a0","ISlaveEntity::GetAttackSpeed","","45","0.38","0.02","0","0.06","0.02",
"0x2302bcb0","ISlaveEntity::GetManaRegenPercent","","44","0.36","0.03","0","0.04","0",
"0x230117d0","IUnitEntity::GetBaseMaxHealth","","43","0.23","0.01","0.01","0.01","0.05",
"0x23012b80","IGameEntity::IsUnit","","43","0.35","0.03","0.01","0.02","0.03",
"0x2300f5b0","IUnitEntity::GetDrawOnMap","","41","0.22","0.01","0","0","0.01",
"0x2301fd30","CEntitySnapshot::ReadInteger<unsigned char>","","41","0.27","0","0","0","0.05",
"0x230c17c0","IEntityTool::IsReady","","41","0.24","0","0.01","0","0.01",
"0x2302ace0","ISlaveEntity::GetMoveSpeed","","40","0.43","0.01","0","0.01","0.02",
"0x2300c6f0","IUnitEntity::GetFlying","","39","0.23","0.03","0","0","0.03",
"0x2301a4e0","IUnitDefinition::GetSelectionRadius","","39","0.23","0.04","0.02","0","0.01",
"0x2301a7a0","IBuildingEntity::IsVisibleOnMap","","39","0.33","0.02","0.02","0","0.01",
"0x2301c710","IHeroEntity::GetStrength","","38","0.89","0","0","0","0.03",
"0x2302afc0","ISlaveEntity::GetDamage","","38","0.37","0","0","0.01","0.01",
"0x23011490","IUnitEntity::GetMaxMana","","37","0.51","0","0","0","0.04",
"0x23029130","ISlaveEntity::GetForceAnim","","37","0.7","0","0","0","0.04",
"0x2302d0f0","IUnitEntity::IsSilenced","","37","0.92","0.01","0","0","0.04",
"0x23099110","CPlayer::SetupCamera","","36","0.06","0.1","0.05","0","0.1",
"0x23001b70","std::_Tree<std::_Tmap_traits<unsigned int,unsigned int,std::less<unsigned int>,std::allocator<std::pair<unsigned int const ,unsigned int> >,0> >::find","","34","0.15","0.02","0","0","0.02",
"0x2301c860","IHeroEntity::GetAgility","","34","1.35","0","0","0","0.02",
"0x2302ab70","ISlaveEntity::GetMoveSpeedMultiplier","","34","0.59","0","0","0.04","0.01",
"0x2302c8b0","ISlaveDefinition::GetIntelligence","","34","0.35","0","0","0.03","0",
"0x2302ae50","ISlaveEntity::GetBaseDamageMultiplier","","33","0.55","0","0","0.03","0.01",
"0x230e2f80","CEntityRegistry::LookupID","","33","0.48","0","0","0","0.04",
"0x23011d10","IUnitDefinition::GetEffectScale","","32","0.5","0","0","0","0",
"0x2302bb40","ISlaveEntity::GetArmor","","32","1","0.01","0","0.02","0.02",
"0x2301e420","CEntitySnapshot::ReadAngle8","","31","0.71","0","0","0","0.01",
"0x23021a50","ILight::IsLight","","31","0.35","0.04","0","0","0.03",
"0x230caee0","IVisualEntity::UpdateEffectThreadSource","","31","0.13","0.1","0.03","0","0.03",
"0x230f45c0","ISlaveEntity::GetEffectDescription","","31","0.13","0.08","0","0","0.08",
"0x2301db50","IProjectile::GetModel","","30","0.17","0.04","0","0","0.02",
"0x23029930","ISlaveDefinition::GetFrozen","","29","0.17","0.1","0.02","0","0.02",
"0x23008440","std::_Tree<std::_Tmap_traits<int,CPlayer *,std::less<int>,std::allocator<std::pair<int const ,CPlayer *> >,0> >::find","","28","0.18","0.04","0.02","0","0.1",
"0x2301e160","CEntitySnapshot::ReadField<unsigned char>","","28","1.43","0","0","0","0",
"0x2302ce00","ISlaveDefinition::GetIconPath","","28","0.25","0.03","0","0","0.01",
"0x230dbb60","IProjectile::Interpolate","","28","0.21","0.02","0","0","0",
"0x2302b130","ISlaveEntity::GetCastSpeed","","27","0.56","0","0","0.01","0.02",
"0x2302cb90","ISlaveDefinition::GetStrength","","27","0.48","0","0","0.02","0.04",
"0x230cfc20","IUnitEntity::Unlink","","27","0.44","0.04","0","0","0",
"0x2301c660","IHeroEntity::GetBaseStrength","","26","0.46","0.02","0","0.04","0.05",
"0x2301d490","CEntitySnapshot::ReadRound16","","26","1.23","0","0","0","0",
"0x230210c0","CEntitySnapshot::ReadDeltaPos2D","","26","0.65","0.02","0","0","0.01",
"0x2302b9d0","ISlaveEntity::GetMagicArmor","","26","0.81","0","0","0.03","0.01",
"0x2300c750","IUnitDefinition::GetFlying","","25","0.64","0.03","0.01","0","0.02",
"0x23029e10","ISlaveDefinition::GetSilenced","","25","0.52","0.01","0","0","0.03",
"0x2302a160","ISlaveEntity::GetEvasionRanged","","25","0.48","0","0","0.03","0.02",
"0x2301c390","CEntitySnapshot::ReadField<unsigned short>","","24","0.88","0.01","0","0","0.01",
"0x2302c500","ISlaveEntity::GetHealthRegen","","24","0.88","0","0","0.01","0.02",
"0x230267f0","IToolDefinition::GetManaCost","","23","0.17","0.03","0","0","0.03",
"0x230268e0","IToolDefinition::GetCooldownTime","","23","0.26","0.07","0.02","0","0.07",
"0x23029a00","ISlaveDefinition::GetRevealed","","23","0.3","0.01","0","0","0",
"0x2302a2d0","ISlaveEntity::GetCriticalMultiplier","","23","0.43","0","0","0.03","0.01",
"0x2309aa70","CPlayer::DrawViewBox","","23","0.61","0","0","0","0",
"0x230f9db0","ICreepEntity::Copy","","23","0.61","0.1","0","0","0",
"0x2300df60","IUnitEntity::GetStealthType","","22","0.36","0.01","0","0","0.08",
"0x2301acf0","IUnitDefinition::GetBoundsRadius","","22","0.95","0.02","0","0","0",
"0x2301c7b0","IHeroEntity::GetBaseAgility","","22","0.55","0","0","0.04","0.06",
"0x23025930","IPropEntity::GetModel","","22","0","0","0","0","0",
"0x23029db0","ISlaveEntity::GetSilenced","","22","1.27","0.03","0","0","0.02",
"0x23029ff0","ISlaveEntity::GetEvasionMelee","","22","0.32","0.01","0","0.01","0.01",
"0x2302aa00","ISlaveEntity::GetMoveSpeedSlow","","22","0.5","0.01","0","0.04","0.01",
"0x2302d0c0","ISlaveEntity::GetOwner","","22","0.77","0.02","0.01","0","0.01",
"0x23010b20","IUnitEntity::GetMoveSpeed","","21","0.48","0","0.01","0","0.02",
"0x230118c0","IUnitDefinition::GetMaxHealth","","21","0.1","0.1","0","0.15","0",
"0x23012da0","IGame::GetVisualEntity","","21","0.81","0","0","0","0",
"0x23015240","std::transform<std::_String_iterator<char,std::char_traits<char>,std::allocator<char> >,std::_String_iterator<char,std::char_traits<char>,std::allocator<char> >,int (__cdecl*)(int)>","","21","0.71","0","0","0","0.05",
"0x230277c0","IEntityTool::GetManaCost","","21","0.29","0","0","0","0.12",
"0x2302a440","ISlaveEntity::GetCriticalChance","","21","0.38","0.03","0","0.08","0.01",
"0x2302c390","ISlaveEntity::GetHealthRegenMultiplier","","21","0.67","0","0","0.01","0.01",
"0x230cbd30","IVisualEntity::AddToScene","","21","0.43","0.02","0.01","0","0.01",
"0x23020e50","CEntitySnapshot::ReadBytePercent","","20","0.45","0","0","0","0.01",
"0x230cb370","IVisualEntity::UpdateSkeleton","","20","0.25","0.02","0","0","0.04",
"0x23010df0","IUnitEntity::GetMagicArmor","","19","0.47","0","0","0","0.02",
"0x2302bf90","ISlaveEntity::GetManaRegen","","19","0.37","0","0","0.07","0.03",
"0x2302c270","ISlaveEntity::GetHealthRegenPercent","","19","0.79","0.01","0","0.05","0.02",
"0x230cfe30","IUnitEntity::ReadSnapshot","","19","1.11","0","0","0","0",
"0x230eec10","IEntityDefinition::GenerateMergedModifier","","19","0.89","0","0","0","0.01",
"0x23014fc0","LowerString<std::basic_string<char,std::char_traits<char>,std::allocator<char> > >","","18","0.33","0","0","0","0.03",
"0x2301ac60","IUnitEntity::GetBoundsRadius","","18","1.28","0.01","0","0","0",
"0x23029e80","ISlaveEntity::GetMissChance","","18","0.39","0","0","0.04","0.09",
"0x2302b6f0","ISlaveEntity::GetDeflectionChance","","18","0.39","0.01","0","0.04","0.04",
"0x230f26f0","CEventDirectory::SynchNewEvents","","18","0.22","0.05","0.08","0","0.08",
"0x23138fa2","memcpy","","18","0.44","0","0","0","0",
"0x23011280","IUnitEntity::GetManaRegen","","17","0.41","0","0","0","0.03",
"0x23011c80","IUnitEntity::GetEffectScale","","17","0.88","0.01","0.01","0","0.01",
"0x2301c610","IHeroEntity::GetStrengthPerLevel","","17","0.12","0.05","0","0.15","0.05",
"0x23026d20","IToolDefinition::GetTargetScheme","","17","0.24","0.03","0","0","0.03",
"0x23027da0","IEntityTool::GetActionType","","17","0.35","0.08","0","0","0.07",
"0x23012dd0","CEntitySnapshot::ReadGameIndex","","16","0.38","0","0","0","0",
"0x2301c900","IHeroEntity::GetBaseIntelligence","","16","0.56","0","0","0.08","0.03",
"0x230214f0","CBufferFixed<36>::CBufferFixed<36>","","16","0.94","0.02","0","0","0",
"0x23028bf0","ISlaveEntity::GetShopAccess","","16","0.44","0.07","0","0","0.03",
"0x230299a0","ISlaveEntity::GetRevealed","","16","0.38","0","0","0","0.07",
"0x2302a5b0","ISlaveEntity::GetLifeSteal","","16","0.75","0.03","0","0.02","0.01",
"0x23033840","IEntityState::GetMoveSpeedSlow","","16","0.25","0","0","0","0",
"0x230e5930","IGame::GetWaterLevel","","16","0","0","0","0","0",
"0x23001740","CTeamInfo::GetPlayer","","15","0.07","0","0","0","0.1",
"0x2300f330","IUnitEntity::GetPortraitPath","","15","0.13","0","0","0","0.05",
"0x230107c0","IUnitEntity::GetBaseDamageMultiplier","","15","0.2","0","0","0.03","0.07",
"0x230180a0","CTemporalProperty<float>::CTemporalProperty<float>","","15","0.2","0.03","0","0","0",
"0x2301a450","IUnitEntity::GetSelectionRadius","","15","0.4","0.02","0","0","0.05",
"0x2301fe60","CEntitySnapshot::ReadInteger<int>","","15","0.67","0","0","0","0.04",
"0x23028600","CAbilityDefinition::GetInterface","","15","0.2","0","0","0","0",
"0x2302b370","ISlaveDefinition::GetAttackSpeed","","15","0.2","0","0","0","0.03",
"0x2302b580","ISlaveEntity::GetIncomingDamageMultiplier","","15","0.33","0","0","0.02","0.04",
"0x2302be20","ISlaveEntity::GetManaRegenMultiplier","","15","0.8","0","0","0.03","0.03",
"0x230e06f0","IBuildingEntity::UpdateSkeleton","","15","0.93","0.01","0","0","0.01",
"0x23003f40","std::_Tree<std::_Tset_traits<int,std::less<int>,std::allocator<int>,0> >::_Erase","","14","0","0","0","0","0",
"0x2300dfc0","IUnitDefinition::GetStealthType","","14","0.14","0","0","0","0.05",
"0x2300f870","IUnitEntity::GetAlwaysVisible","","14","0.5","0.04","0","0","0",
"0x23020f90","CEntitySnapshot::ReadDeltaPos1D","","14","1.21","0.01","0","0","0",
"0x23026e70","IToolDefinition::GetStatusEffectTooltip","","14","0.14","0.15","0","0.05","0.05",
"0x23029430","ISlaveEntity::GetRevealType","","14","0.5","0","0","0","0.01",
"0x2302a890","ISlaveEntity::GetAttackRange","","14","1","0","0","0.01","0.01",
"0x2302b860","ISlaveEntity::GetDeflection","","14","0.79","0","0","0","0.01",
"0x2302ca20","ISlaveDefinition::GetAgility","","14","1","0","0","0.01","0.01",
"0x23034970","IEntityState::GetMoveSpeedSlowPerCharge","","14","0.57","0.01","0","0","0.09",
"0x2303c4e0","std::_Tree<std::_Tmap_traits<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,IEffectInstance *,std::less<std::basic_string<char,std::char_traits<char>,std::allocator<char> > >,std::allocator<std::pair<std::basic_string<char,std::char_trai","","14","0.5","0.01","0","0","0.04",
"0x230e2870","CEntityRegistry::GetTypeDesc","","14","0.93","0","0","0","0",
"0x230f5700","IEntityAbility::CanLevelUp","","14","0.43","0","0","0","0.17",
"0x2300c820","IUnitEntity::GetTiltFactor","","13","0.23","0","0","0","0",
"0x2300d350","IUnitEntity::GetCanCarryItems","","13","0.08","0.2","0","0","0",
"0x2300f440","IUnitEntity::GetIconPath","","13","0.15","0","0.05","0","0.05",
"0x2300fb30","IUnitEntity::GetClearVision","","13","0.54","0.01","0","0","0",
"0x23010fe0","IUnitEntity::GetArmor","","13","0.46","0","0","0","0.02",
"0x23011e40","IGameEntity::UpdateDefinition","","13","1.23","0","0","0","0",
"0x23027250","IToolDefinition::GetDisabled","","13","0","0","0","0","0",
"0x23028450","IEntityTool::GetDisabled","","13","0.08","0","0","0","0",
"0x2302c740","ISlaveDefinition::GetMaxHealth","","13","0.38","0.04","0","0","0",
"0x230345a0","IEntityState::GetMoveSpeedSlowPerLevel","","13","0.31","0","0","0","0.05",
"0x230948e0","CEntityNeutralCampController::IsVisibleOnMap","","13","0.38","0.02","0","0","0",
"0x2300c5c0","IUnitDefinition::GetUnitwalking","","12","0.67","0.01","0","0","0",
"0x2300d3b0","IUnitDefinition::GetCanCarryItems","","12","0","0","0","0","0",
"0x2300f770","IUnitEntity::GetHealthPercent","","12","0.25","0","0","0.1","0.07",
"0x23011bf0","IUnitEntity::IsVisibleOnMap","","12","0.75","0","0","0","0.01",
"0x23012b50","IVisualEntity::GetBaseScale","","12","0.25","0","0","0","0.03",
"0x2301ca00","IHeroEntity::GetMaxHealth","","12","0.25","0","0","0.07","0.07",
"0x23028c50","ISlaveDefinition::GetShopAccess","","12","0.58","0.06","0","0","0.01",
"0x230294e0","ISlaveEntity::GetStealthType","","12","0.5","0","0","0","0",
"0x2302ae00","ISlaveDefinition::GetMoveSpeedPerCharge","","12","0","0","0","0","0",
"0x2302c0b0","ISlaveDefinition::GetManaRegenPerCharge","","12","0.08","0","0","0","0",
"0x230347e0","CStateDefinition::GetMoveSpeedSlowPerLevelMid","","12","0.17","0.05","0","0","0",
"0x230de960","IHeroEntity::GetMapIconColor","","12","0.17","0","0","0","0",
"0x230e0110","IGameEntity::ReadSnapshot","","12","0.75","0.02","0","0","0",
"0x2300f220","IUnitEntity::GetSkin","","11","0.45","0.04","0","0","0.02",
"0x23010760","IUnitEntity::GetBonusDamage","","11","0.27","0","0","0","0.13",
"0x23015110","LowerStringRef<std::basic_string<char,std::char_traits<char>,std::allocator<char> > >","","11","0.45","0","0","0","0.02",
"0x23018e90","CAffectorDefinition::GetSpeedStart","","11","0.09","0","0","0.1","0.1",
"0x2301ca60","IHeroEntity::GetMaxMana","","11","0.27","0","0","0.03","0.07",
"0x23029540","ISlaveDefinition::GetStealthType","","11","0.36","0.05","0","0","0",
"0x2302ca70","ISlaveDefinition::GetAgilityPerCharge","","11","0.55","0","0","0","0",
"0x2302cbe0","ISlaveDefinition::GetStrengthPerCharge","","11","0.55","0.02","0","0","0",
"0x2309b9c0","CPlayer::GetColor","","11","0","0","0","0","0",
"0x230c55a0","CPropScenery::AddToScene","","11","0.36","0.03","0","0","0",
"0x230e39b0","CEntityRegistry::RegisterModifier","","11","0.18","0","0","0","0.05",
"0x2300c210","IUnitEntity::GetBaseShopAccess","","10","0.2","0.05","0","0","0.15",
"0x2300eff0","IUnitEntity::GetAttackDamageMin","","10","0.1","0","0","0.1","0.5",
"0x23010880","IUnitEntity::GetAttackSpeed","","10","0.6","0","0","0","0.03",
"0x23011040","IUnitEntity::GetBaseArmor","","10","0.3","0","0","0.13","0.07",
"0x230298d0","ISlaveEntity::GetFrozen","","10","0.5","0","0","0","0",
"0x2302a230","ISlaveDefinition::GetEvasionRanged","","10","0","0","0","0","0",
"0x2302c1d0","ISlaveDefinition::GetMaxMana","","10","0.3","0.03","0","0.03","0",
"0x2302c620","ISlaveDefinition::GetHealthRegenPerCharge","","10","0.4","0.03","0","0","0",
"0x2302c900","ISlaveDefinition::GetIntelligencePerCharge","","10","1.1","0","0","0","0",
"0x23098c80","CPlayer::IsEnemy","","10","0.3","0","0","0","0.03",
"0x230f5690","IEntityAbility::IsDisabled","","10","0.3","0","0","0","0.07",
"0x2300df10","IUnitDefinition::GetPassiveEffect","","9","0.44","0","0","0","0.03",
"0x230109e0","IUnitEntity::GetBaseAttackRange","","9","0","0","0","0","0",
"0x23010e50","IUnitEntity::GetBaseMagicArmor","","9","0.22","0","0","0","0",
"0x23011130","IUnitDefinition::GetArmor","","9","0.11","0","0","0","0",
"0x230113b0","IUnitEntity::GetBaseManaRegen","","9","0.11","0","0","0","0.1",
"0x230114e0","IUnitEntity::GetBaseMaxMana","","9","0.33","0.03","0","0","0",
"0x230269d0","IToolDefinition::GetRange","","9","0.11","0","0","0","0",
"0x23027660","IEntityTool::GetCooldownTime","","9","0.89","0","0","0","0.05",
"0x23027e90","IEntityTool::GetCastEffectType","","9","0.67","0","0","0","0",
"0x230290e0","ISlaveDefinition::GetImmunityType","","9","0.22","0.05","0","0","0.1",
"0x2302ac90","ISlaveDefinition::GetMoveSpeedMultiplierPerCharge","","9","0.11","0.3","0","0","0.1",
"0x2302b530","ISlaveDefinition::GetDebuffDurationMultiplierPerCharge","","9","0","0","0","0","0",
"0x2302b980","ISlaveDefinition::GetDeflectionPerCharge","","9","0","0","0","0","0",
"0x2302cd60","ISlaveDefinition::GetPassiveEffect","","9","0.44","0.03","0","0","0.03",
"0x23033a70","CStateDefinition::GetMoveSpeedSlowSpeed","","9","0.22","0","0","0","0",
"0x230bebc0","CGameMechanics::GetArmorDamageAdjustment","","9","0.11","0.1","0","0","0.2",
"0x230de070","IHeroEntity::GetAttributeDamageAdjustment","","9","0","0","0","0","0",
"0x23006620","IBuffer::GetLength","","8","0.25","0","0","0","0",
"0x23010120","IUnitEntity::GetAttackCooldown","","8","0.12","0","0","0","0",
"0x23010390","IUnitEntity::GetAttackType","","8","0.25","0","0","0","0",
"0x23010c60","IUnitEntity::GetMoveSpeedMultiplier","","8","0","0","0","0","0",
"0x23011570","IUnitDefinition::GetMaxMana","","8","0.5","0.03","0","0","0.05",
"0x23027c90","IEntityTool::GetTargetRadius","","8","0","0","0","0","0",
"0x23027ef0","IEntityTool::GetTargetScheme","","8","0.5","0","0","0","0.03",
"0x23028ce0","ISlaveEntity::GetUnitwalking","","8","0.38","0.03","0","0","0.03",
"0x23029fa0","ISlaveDefinition::GetMissChancePerCharge","","8","0.38","0.03","0","0","0",
"0x2302a6d0","ISlaveDefinition::GetLifeStealPerCharge","","8","0","0","0","0","0",
"0x2302a720","ISlaveEntity::GetAttackRangeMultiplier","","8","0.75","0","0","0.05","0.03",
"0x2302aad0","ISlaveDefinition::GetMoveSpeedSlow","","8","0.12","0","0","0.1","0",
"0x2302b250","ISlaveDefinition::GetCastSpeedPerCharge","","8","0.12","0","0","0","0",
"0x2302c790","ISlaveDefinition::GetMaxHealthPerCharge","","8","0.62","0.02","0","0","0",
"0x23036200","IEntityState::GetApplyPreGlobalScaleMorph","","8","0","0","0","0","0",
"0x2303c410","std::_Copy_backward_opt<std::_Deque_iterator<CGameEvent,std::allocator<CGameEvent>,0>,std::_Deque_iterator<CGameEvent,std::allocator<CGameEvent>,0>,std::random_access_iterator_tag>","","8","0.12","0.3","0.1","0","0.1",
"0x230d2fe0","IUnitEntity::GetSelectionColor","","8","0.12","0","0","0","0.1",
"0x230dbc80","IProjectile::Copy","","8","0.12","0.1","0","0","0.1",
"0x23001a00","std::_Tree<std::_Tset_traits<int,std::less<int>,std::allocator<int>,0> >::find","","7","0","0","0","0","0",
"0x2300ef50","IUnitDefinition::GetAttackDamageMax","","7","0","0","0","0","0",
"0x2300f0c0","IUnitDefinition::GetAttackDamageMin","","7","0.14","0","0","0","0.2",
"0x2300fd80","IUnitEntity::GetBaseCounter","","7","0","0","0","0","0",
"0x23011c70","IUnitEntity::GetMapIconSize","","7","1.57","0","0","0","0",
"0x2301c760","IHeroEntity::GetAgilityPerLevel","","7","1.14","0","0","0.01","0.04",
"0x23027ad0","IEntityTool::GetRange","","7","0.14","0","0","0","0.1",
"0x23028050","IEntityTool::GetStatusEffectTooltip","","7","0.43","0","0","0","0.03",
"0x230286f0","IEntityAbility::GetInterface","","7","0.29","0.05","0","0","0",
"0x23028d40","ISlaveDefinition::GetUnitwalking","","7","0.43","0","0.03","0","0.03",
"0x23029080","ISlaveEntity::GetImmunityType","","7","0.43","0","0","0","0.03",
"0x23029a70","ISlaveEntity::GetInvulnerable","","7","0.43","0","0","0","0.03",
"0x23029c10","ISlaveEntity::GetDisarmed","","7","0.71","0","0","0","0",
"0x2302a840","ISlaveDefinition::GetAttackRangeMultiplierPerCharge","","7","0.14","0","0","0","0",
"0x2302af70","ISlaveDefinition::GetBaseDamageMultiplierPerCharge","","7","0.14","0","0","0","0",
"0x2302b090","ISlaveDefinition::GetDamage","","7","0.14","0","0","0.1","0",
"0x2302baf0","ISlaveDefinition::GetMagicArmorPerCharge","","7","0","0","0","0","0",
"0x2302bc10","ISlaveDefinition::GetArmor","","7","0.43","0","0","0","0",
"0x2302bf40","ISlaveDefinition::GetManaRegenMultiplierPerCharge","","7","0","0","0","0","0",
"0x2302c060","ISlaveDefinition::GetManaRegen","","7","0.14","0","0","0","0",
